Title,Description,ShortDetails,abstract,email,fullURL,source,year,key,use,pdfURL
Phytoplankton traits from long-term oceanographic time-series,"Crispin Mutshinda,  View ORCID ProfileZoe V. Finkel, Claire E. Widdicombe,  View ORCID ProfileAndrew J. Irwin",Retrieved from bioRxiv. 2017,"Trait values are usually extracted from laboratory studies of single phytoplankton species, which presents challenges for understanding the immense diversity of phytoplankton species and the wide range of dynamic ocean environments. Here we use a Bayesian approach and a trait-based model to extract trait values for four functional types and ten diatom species from field data collected at Station L4 in the Western Channel Observatory. We find differences in maximum net growth rate, temperature optimum and sensitivity, half-saturation constants for light and nitrogen, and density-dependent loss terms across the functional types. We find evidence of very high linear loss rates, suggesting that grazing may be even more important than commonly assumed and differences in density-dependent loss rates across functional types, indicating the presence of strong niche differentiation among functional types. Low half-saturation constants for nitrogen at the functional type level may indicate widespread mixotrophy. At the species level, we find a wide range of density-dependent effects, which may be a signal of diversity in grazing susceptibility or biotic interactions. This approach may be a way to obtain more realistic and better-constrained trait-values for functional types to be used in ecosystem modeling.",[],http://www.biorxiv.org/content/early/2017/06/09/148304,biorxiv,2017,43aea5ab-65ab-4fb0-92f3-77eae0fafcd4,1,http://www.biorxiv.org/content/early/2017/06/09/148304.full.pdf
Nascent RNA sequencing reveals a dynamic global transcriptional response at genes and enhancers to the natural medicinal compound celastrol," View ORCID ProfileNoah Dukler, Gregory Thomas Booth, Yi-Fei Huang, Nathaniel Tippens, Charles G. Danko, John Lis,  View ORCID ProfileAdam Siepel",Retrieved from bioRxiv. 2017,"Most studies of responses to transcriptional stimuli measure changes in cellular mRNA concentrations.  By sequencing nascent RNA instead, it is possible to detect changes in transcription in minutes rather than hours, and thereby distinguish primary from secondary responses to regulatory signals.  Here, we describe the use of PRO-seq to characterize the immediate transcriptional response in human cells to celastrol, a compound derived from traditional Chinese medicine that has potent anti-inflammatory, tumor-inhibitory and obesity-controlling effects.  Our analysis of PRO-seq data for K562 cells reveals dramatic transcriptional effects soon after celastrol treatment at a broad collection of both coding and noncoding transcription units.  This transcriptional response occurred in two major waves, one within 10 minutes, and a second 40-60 minutes after treatment.  Transcriptional activity was generally repressed by celastrol, but one distinct group of genes, enriched for roles in the heat shock response, displayed strong activation.  Using a regression approach, we identified key transcription factors that appear to drive these transcriptional responses, including members of the E2F and RFX families.  We also found sequence-based evidence that particular TFs drive the activation of enhancers.  We observed increased polymerase pausing at both genes and enhancers, suggesting that pause release may be widely inhibited during the celastrol response.   Our study demonstrates that a careful analysis of PRO-seq time course data can disentangle key aspects of a complex transcriptional response, and it provides new insights into the activity of a powerful pharmacological agent.","['jtl10@cshl.edu', 'asiepel@cshl.edu']",http://www.biorxiv.org/content/early/2017/03/16/117689,biorxiv,2017,cb218663-a352-41f5-9895-0dcff14e9658,1,http://www.biorxiv.org/content/early/2017/03/16/117689.full.pdf
A cerebellar mechanism for learning prior distributions of time intervals,"Devika Narain, Mehrdad Jazayeri",Retrieved from bioRxiv. 2017,"Knowledge about the statistical regularities of the world is essential for cognitive and sensorimotor function. In the domain of timing, prior statistics are crucial for optimal prediction, adaptation and planning. Where and how the nervous system encodes temporal statistics, however, is not known. Deriving from physiological and anatomical evidence for cerebellar learning, we develop a computational model that demonstrates how the cerebellum could learn prior distributions of time intervals and support Bayesian temporal estimation. The model shows that salient features observed in human Bayesian time interval estimates can be readily captured by learning in the cerebellar cortex and circuit level computations in the cerebellar deep nuclei.",['dnarain@mit.edu'],http://www.biorxiv.org/content/early/2017/06/24/155226,biorxiv,2017,4fe3ad3f-2ded-4cec-98a6-cd1c0b34caed,1,http://www.biorxiv.org/content/early/2017/06/24/155226.full.pdf
Deep learning of the splicing (epi)genetic code reveals a novel candidate mechanism linking histone modifications to ESC fate decision," View ORCID ProfileYungang Xu, Yongcui Wang, Jiesi Luo, Weiling Zhao, Xiaobo Zhou",Retrieved from bioRxiv. 2017,"Alternative splicing (AS) is a genetically and epigenetically regulated pre-mRNA processing to increase transcriptome and proteome diversity. Comprehensively decoding these regulatory mechanisms holds promise in getting deeper insights into a variety of biological contexts involving in AS, such as development and diseases. We assembled splicing (epi)genetic code, DeepCode, for human embryonic stem cell (hESC) differentiation by integrating heterogeneous features of genomic sequences, 16 histone modifications with a multi-label deep neural network. With the advantages of epigenetic features, DeepCode significantly improves the performance in predicting the splicing patterns and their changes during hESC differentiation. Meanwhile, DeepCode reveals the superiority of epigenomic features and their dominant roles in decoding AS patterns, highlighting the necessity of including the epigenetic properties when assembling a more comprehensive splicing code. Moreover, DeepCode allows the robust predictions across cell lineages and datasets. Especially, we identified a putative H3K36me3-regulated AS event leading to a nonsense-mediated mRNA decay of BARD1. Reduced BARD1 expression results in the attenuation of ATM/ATR signalling activities and further the hESC differentiation. These results suggest a novel candidate mechanism linking histone modifications to hESC fate decision. In addition, when trained in different contexts, DeepCode can be expanded to a variety of biological and biomedical fields.",['xiaobo.zhou@uth.tmc.edu.'],http://www.biorxiv.org/content/early/2017/09/15/189183,biorxiv,2017,ea105da8-e5f2-4148-9659-13084ebd022b,1,http://www.biorxiv.org/content/early/2017/09/15/189183.full.pdf
Evidence for selective attention in the insect brain," View ORCID ProfileBenjamin L de Bivort, Bruno van Swinderen",Now published in Current Opinion in Insect Science. 2016,"The capacity for selective attention appears to be required for any animal responding to an environment containing multiple objects, although this has been difficult to study in smaller animals such as insects. Clear operational characteristics of attention however make study of this crucial brain function accessible to any animal model. Whereas earlier approaches have relied on freely behaving paradigms placed in an ecologically relevant context, recent tethered preparations have focused on brain imaging and electrophysiology in virtual reality environments. Insight into brain activity during attention-like behavior has revealed key elements of attention in the insect brain. Surprisingly, a variety of brain structures appear to be involved, suggesting that even in the smallest brains attention might involve widespread coordination of neural activity.",[],http://www.biorxiv.org/content/early/2016/02/29/041889,biorxiv,2016,aa7d3718-8803-4ea1-811f-e9fa4d762445,1,http://www.biorxiv.org/content/early/2016/02/29/041889.full.pdf
A qualitative model of the rod photoreceptor in natural context," View ORCID ProfileTimothee T Dubuc,  View ORCID ProfileEtienne B Roesch",Retrieved from bioRxiv. 2016,"Given the intricacies of the retinal neural circuit, which bears a striking resemblance to that of the brain, it is proposed that retinal function goes beyond mere spatiotemporal prefiltering. We hypothesise that aspects related to motion detection and discrimination, anticipation and adaptation to environmental and contextual conditions, which have traditionally been ascribed to the brain, may be supported by neurons in the retina. Such early computations may be dependent on compensative and adaptive mechanisms that stem from qualities intrinsic to the retinal neural circuit and its interaction with the environment (neural transduction time, connectivity patterns, regularities in the input signal, temporal dynamics and light variations).
With a view to investigating the contribution of the photoreceptor population to the processing performed by the retina in natural scotopic conditions, we present a continuous model of the rod photoreceptor. Our model permits the reproduction and exploration of a set of qualitative features displayed in vitro, such as excitation-dependent activation level and time-to-membrane current integration. We captured qualitative aspects of key features selected for their presumed importance in early visual function. Further, we subjected our model to extensive parameter sensitivity analyses, aiming to provide a visual representation of their contribution to the observed qualitative behavior.","['t.dubuc@pgr.reading.ac.uk', 'e.b.roesch@reading.ac.uk']",http://www.biorxiv.org/content/early/2016/08/05/050823,biorxiv,2016,05674c0b-ad39-4ad0-9ddb-5b9542ae79a9,1,http://www.biorxiv.org/content/early/2016/08/05/050823.full.pdf
"Ecological plant epigenetics: Evidence from model and non-model species, and the way forward","Christina L. Richards, Conchita Alonso, Claude Becker, Oliver Bossdorf, Etienne Bucher, Maria Colome-Tatche, Walter Durka, Jan Engelhardt, Bence Gaspar, Andreas Gogol-Doring, Ivo Grosse, Thomas P. van Gurp, Katrin Heer, Ilkka Kronholm, Christian Lampei, Vit Latzel, Marie Mirouze, Lars Opgenoorth, Ovidiu Paun, Sonja Prohaska, Stefan A. Rensing, Peter Stadler, Emiliano Trucchi, Kristian Ullrich, Koen J.F. Verhoeven",Retrieved from bioRxiv. 2017,"Growing evidence makes a strong case that epigenetic mechanisms contribute to complex traits, with implications across many fields of biology from dissecting developmental processes to understanding aspects of human health and disease. In ecology, recent studies have merged ecological experimental design with epigenetic analyses to elucidate the contribution of epigenetics to plant phenotypes, stress response, adaptation to habitat, or species range distributions. While there has been some progress in revealing the role of epigenetics in ecological processes, many studies with non-model species have so far been limited to describing broad patterns based on anonymous markers of DNA methylation. In contrast, studies with model species have benefited from powerful genomic resources, which allow for a more mechanistic understanding but have limited ecological realism. To understand the true significance of epigenetics for plant ecology and evolution, we must combine both approaches  transferring knowledge and methods from model-species research to genomes of evolutionarily  divergent species, and examining responses to complex natural environments at a more mechanistic level. This requires transforming genomics tools specifically for studying non-model species, which is challenging given the large and often polyploid genomes of plants. Collaboration between molecular epigeneticists, ecologists and bioinformaticians promises to enhance our understanding of the mutual links between genome function and ecological processes.",['clr@usf.edu'],http://www.biorxiv.org/content/early/2017/04/25/130708,biorxiv,2017,e20acf04-d68a-4b7c-a597-675071c48476,1,http://www.biorxiv.org/content/early/2017/04/25/130708.full.pdf
DeeperBind: Enhancing Prediction of Sequence Specificities of DNA Binding Proteins," View ORCID ProfileMay D Wang,  View ORCID ProfileHamid Reza Hassanzadeh",Retrieved from bioRxiv. 2017,"Transcription factors (TFs) are macromolecules that bind to cis-regulatory specific sub-regions of DNA promoters and initiate transcription. Finding the exact location of these binding sites (aka motifs) is important in a variety of domains such as drug design and development. To address this need, several in vivo and in vitro techniques have been developed so far that try to characterize and predict the binding specificity of a protein to different DNA loci. The major problem with these techniques is that they are not accurate enough in prediction of the binding affinity and characterization of the corresponding motifs. As a result, downstream analysis is required to uncover the locations where proteins of interest bind. Here, we propose DeeperBind, a long short term recurrent convolutional network for prediction of protein binding specificities with respect to DNA probes. DeeperBind can model the positional dynamics of probe sequences and hence reckons with the contributions made by individual sub-regions in DNA sequences, in an effective way. Moreover, it can be trained and tested on datasets containing varying-length sequences. We apply our pipeline to the datasets derived from protein binding microarrays (PBMs), an in-vitro high-throughput technology for quantification of protein-DNA binding preferences, and present promising results. To the best of our knowledge, this is the most accurate pipeline that can predict binding specificities of DNA sequences from the data produced by high-throughput technologies through utilization of the power of deep learning for feature generation and positional dynamics modeling.","['hassanzadeh@gatech.edu', 'maywang@bme.gatech.edu']",http://www.biorxiv.org/content/early/2017/01/12/099754,biorxiv,2017,1079b864-d6fa-4399-81fc-a2643093192c,1,http://www.biorxiv.org/content/early/2017/01/12/099754.full.pdf
Transferring and Generalizing Deep-Learning-based Neural Encoding Models across Subjects,"Haiguang Wen, Junxing Shi, Wei Chen, Zhongming Liu",Retrieved from bioRxiv. 2017,"Recent studies have shown the value of using deep learning models for mapping and characterizing how the brain represents and organizes information for natural vision. However, modeling the relationship between deep learning models and the brain (or encoding models), requires measuring cortical responses to large and diverse sets of natural visual stimuli from single subjects. This requirement limits prior studies to few subjects, making it difficult to generalize findings across subjects or for a population. In this study, we developed new methods to transfer and generalize encoding models across subjects. To train encoding models specific to a subject, the models trained for other subjects were used as the prior models and were refined efficiently using Bayesian inference with a limited amount of data from the specific subject. To train encoding models for a population, the models were progressively trained and updated with incremental data from different subjects. For the proof of principle, we applied these methods to functional magnetic resonance imaging (fMRI) data from three subjects watching tens of hours of naturalistic videos, while deep residual neural network driven by image recognition was used to model the visual cortical processing. Results demonstrate that the methods developed herein provide an efficient and effective strategy to establish subject-specific or population-wide predictive models of cortical representations of high-dimensional and hierarchical visual features.",['zmliu@purdue.edu.'],http://www.biorxiv.org/content/early/2017/08/01/171017,biorxiv,2017,2ccaed4f-5c68-435a-a332-41bcfa948912,1,http://www.biorxiv.org/content/early/2017/08/01/171017.full.pdf
Sec17 (α-SNAP) And An SM-Tethering Complex Control The Outcome Of SNARE Zippering In Vitro And In Vivo,"Matthew L. Schwartz, Daniel P. Nickerson, Braden T. Lobingier, Cortney G. Angers, Michael Zick, Alexey Merz",Retrieved from bioRxiv. 2017,"Zippering of SNARE complexes spanning docked membranes is essential for most intracellular fusion events. Here we explore how SNARE regulators operate on discrete zippering states. The formation of a metastable trans-complex, catalyzed by HOPS and its SM subunit Vps33, is followed by subsequent zippering transitions that increase the probability of fusion. Operating independently of Sec18 catalysis, Sec17 either inhibits or stimulates SNARE-mediated fusion. If HOPS or Vps33 are absent, Sec17 inhibits fusion at an early stage. Thus, HOPS and Vps33 accelerate SNARE zippering, particularly in the presence of otherwise inhibitory Sec17. Once SNAREs are partially-zipped, Sec17 promotes fusion in either the presence or absence of HOPS, but with faster kinetics when HOPS is absent. Our data further indicate that Sec17 promotes fusion both through its direct penetration of the membrane and by enhancing C-terminal SNARE zippering. In a working model, the interplay among Sec17, Sec18, SMs, and SNARE zippering can explain why SM proteins are indispensable for SNARE-mediated fusion in vivo.",['merza@uw.edu'],http://www.biorxiv.org/content/early/2017/04/01/123133,biorxiv,2017,9b663a93-85ee-4c3c-8466-9985a040033a,1,http://www.biorxiv.org/content/early/2017/04/01/123133.full.pdf
A Spatial Framework for Understanding Population Structure and Admixture.," View ORCID ProfileGideon Bradburd, Peter L. Ralph,  View ORCID ProfileGraham Coop",Now published in PLOS Genetics. 2015,"Geographic patterns of genetic variation within modern populations, 
produced by complex histories of migration, 
can be difficult to infer and visually summarize. 
A general consequence of geographically limited dispersal 
is that samples from nearby locations tend to be more closely related than samples from distant locations, 
and so genetic covariance often recapitulates geographic proximity.  
We use genome-wide polymorphism data to build ``geogenetic maps,'' 
which, when applied to stationary populations, 
produces a map of the geographic positions of the populations, 
but with distances distorted to reflect historical rates of gene flow.  
In the underlying model, allele frequency covariance is a decreasing function of geogenetic distance, 
and nonlocal gene flow such as admixture can be identified as anomalously strong covariance over long distances.  
This admixture is explicitly co-estimated and depicted as arrows, 
from the source of admixture to the recipient, on the geogenetic map.  
We demonstrate the utility of this method on a circum-Tibetan sampling of the greenish warbler (Phylloscopus trochiloides), 
in which we find evidence for gene flow between the adjacent, terminal populations of the ring species. 
We also analyze a global sampling of human populations, for which we largely recover the geography of the sampling, 
with support for significant histories of admixture in many samples.  
This new tool for understanding and visualizing patterns of population structure 
is implemented in a Bayesian framework in the program SpaceMix.","['agbradburd@ucdavis.edu', 'bpralph@usc.edu', 'cgmcoop@ucdavis.edu']",http://www.biorxiv.org/content/early/2015/08/24/013474,biorxiv,2015,8d495dd4-4be5-4645-9d71-da975cf51e6e,1,http://www.biorxiv.org/content/early/2015/08/24/013474.full.pdf
Morphological plant modeling: Unleashing geometric and topological potential within the plant sciences,"Alexander Bucksch, Acheampong Atta-Boateng, Akomian Fortune Azihou, Mathilde Balduzzi, Dorjsuren Battogtokh, Aly Baumgartner, Brad Binder, Siobhan Braybrook, Cynthia Chang, Viktoriya Coneva, Thomas DeWitt, Alexander Fletcher, Malia Gehan, Diego Hernan Diaz Martinez, Lilan Hong, Anjali Iyer-Pascuzzi, Laura Klein, Samuel Leiboff, Mao Li, Jonathan Lynch, Alexis Maizel, Julin Maloof, RJ Cody Markelz, Ciera Martinez, Laura Miller, Washington Mio, Wojtek Palubicki, Hendrik Poorter, Christophe Pradal, Charles Price, Eetu Puttonen, John Reese, Ruben Rellan-Alvarez, Edgar Spalding, Erin Sparks, Chris Topp, Joseph Williams, Daniel Chitwood",Now published in Frontiers in Plant Science. 2017,"Plant morphology is inherently mathematical in that morphology describes plant form and architecture with geometrical and topological descriptors. The geometries and topologies of leaves, flowers, roots, shoots and their spatial arrangements have fascinated plant biologists and mathematicians alike. Beyond providing aesthetic inspiration, quantifying plant morphology has become pressing in an era of climate change and a growing human population. Modifying plant morphology, through molecular biology and breeding, aided by a mathematical perspective, is critical to improving agriculture, and the monitoring of ecosystems with fewer natural resources. In this white paper, we begin with an overview of the mathematical models applied to quantify patterning in plants. We then explore fundamental challenges that remain unanswered concerning plant morphology, from the barriers preventing the prediction of phenotype from genotype to modeling the movement of leafs in air streams. We end with a discussion concerning the incorporation of plant morphology into educational programs. This strategy focuses on synthesizing biological and mathematical approaches and ways to facilitate research advances through outreach, cross-disciplinary training, and open science. This white paper arose from bringing mathematicians and biologists together at the National Institute for Mathematical and Biological Synthesis (NIMBioS) workshop titled Morphological Plant Modeling: Unleashing Geometric and Topological Potential within the Plant Sciences held at the University of Tennessee, Knoxville in September, 2015. Never has the need to quantify  plant morphology been more imperative. Unleashing the potential of geometric and topological approaches in the plant sciences promises to transform our understanding of both plants and mathematics.","['dhchitwood@gmail.com', 'bucksch@uga.edu']",http://www.biorxiv.org/content/early/2017/02/08/078832,biorxiv,2017,333f9f76-405a-4e35-9771-e202d61e8d87,1,http://www.biorxiv.org/content/early/2017/02/08/078832.full.pdf
"Why Does the Neocortex Have Layers and Columns, A Theory of Learning the 3D Structure of the World","Jeff Hawkins,  View ORCID ProfileSubutai Ahmad,  View ORCID ProfileYuwei Cui",Retrieved from bioRxiv. 2017,"Neocortical regions are organized into columns and layers. Connections between layers run mostly perpendicular to the surface suggesting a columnar functional organization. Some layers have long-range excitatory lateral connections suggesting interactions between columns. Similar patterns of connectivity exist in all regions but their exact role remain a mystery. In this paper, we propose a network model composed of columns and layers that performs robust object learning and recognition. Each column integrates its changing input over time to learn complete models of observed objects. Excitatory lateral connections across columns allow the network to more rapidly infer objects based on the partial knowledge of adjacent columns. Because columns integrate input over time and space, the network learns models of complex objects that extend well beyond the receptive field of individual cells. Our network model introduces a new feature to cortical columns. We propose that a representation of location relative to the object being sensed is calculated within the sub-granular layers of each column. The location signal is provided as an input to the network, where it is combined with sensor data. Our model contains two layers and one or more columns. Simulations show that using Hebbian-like learning rules small single-column networks can learn to recognize hundreds of objects, with each object containing tens of features. Multi-column networks recognize objects with significantly fewer movements of the sensors. Given the ubiquity of columnar and laminar connectivity patterns throughout the neocortex, we propose that columns and regions have more powerful recognition and modeling capabilities than previously assumed.","['jhawkins@numenta.com', 'sahmad@numenta.com', 'ycui@numenta.com']",http://www.biorxiv.org/content/early/2017/09/06/162263,biorxiv,2017,dce97e2b-9f1a-4c6b-821a-bfce06fd338a,1,http://www.biorxiv.org/content/early/2017/09/06/162263.full.pdf
Sonic Kayaks: Environmental monitoring and experimental music by citizens,"Amber Griffiths, Kirsty Kemp, Kaffe Matthews, Joanne Garrett, David Griffiths",Retrieved from bioRxiv. 2017,"The Sonic Kayak is a musical instrument with which to investigate nature, developed during open hacklab events. Kayaks rigged with underwater environmental sensors allow paddlers to hear real-time water temperature sonifications and underwater sounds, generating live music from the marine world. Sensor data is also logged every second with GPS, time and date, allowing fine scale mapping of water temperatures and underwater noise that was previously unattainable using standard research equipment. The system provides the paddler with an extra dimension of senses with which to explore the underwater climate, while enabling citizens to gather data for scientific research. The system can be used as a citizen-science data-collection device, research equipment for professional scientists, or a sound-art installation in its own right, and has been implemented in a public setting at the British Science Festival 2016, demonstrating the considerable advantages of adopting transdisciplinary approaches during project development. Here we present instructions for building the open-hardware and open-source software, tests of the sensors used, and preliminary data demonstrating applications for the Sonic Kayak in marine climate and noise-pollution research.",['amber@fo.am'],http://www.biorxiv.org/content/early/2017/07/25/167833,biorxiv,2017,31b8893a-a07b-4795-9270-68ae3b4c6828,1,http://www.biorxiv.org/content/early/2017/07/25/167833.full.pdf
Routes for breaching and protecting genetic privacy,"Yaniv Erlich, Arvind Narayanan",Now published in Nature Reviews Genetics. 2013,"We are entering the era of ubiquitous genetic information for research, clinical care, and personal curiosity. Sharing these datasets is vital for rapid progress in understanding the genetic basis of human diseases. However, one growing concern is the ability to protect the genetic privacy of the data originators. Here, we technically map threats to genetic privacy and discuss potential mitigation strategies for privacy-preserving dissemination of genetic data.",['yaniv@wi.mit.edu'],http://www.biorxiv.org/content/early/2013/12/01/000042,biorxiv,2013,514bcabc-c972-4033-966e-c8764657d511,0,http://www.biorxiv.org/content/early/2013/12/01/000042.full.pdf
Protein classification using modified n-gram and skip-gram models,"S. M. Ashiqul Islam, Benjamin J. Heil, Christopher Michel Kearney, Erich J. Baker",Retrieved from bioRxiv. 2017,"Motivation: Classification by supervised machine learning greatly facilitates the annotation of protein characteristics from their primary sequence. However, the feature generation step in this process requires detailed knowledge of attributes used to classify the proteins. Lack of this knowledge risks the selection of irrelevant features, resulting in a faulty model. In this study, we introduce a means of automating the work-intensive feature generation step via a Natural Language Processing (NLP) dependent model, using a modified combination of N-Gram and Skip-Gram models (m-NGSG).  Results: A meta-comparison of cross validation accuracy with twelve training datasets from nine different published studies demonstrate a consistent increase in accuracy of m-NGSG when compared to contemporary classification and feature generation models. We expect this model to accelerate the classification of proteins from primary sequence data and increase the accessibility of protein prediction to a broader range of scientists.  Availability: m-NGSG is freely available at Bitbucket: https://bitbucket.org/sm islam/mngsg/src.",['Baker@baylor.edu'],http://www.biorxiv.org/content/early/2017/07/31/170407,biorxiv,2017,b3aca499-30fb-4bc0-947f-cf958535c2c2,1,http://www.biorxiv.org/content/early/2017/07/31/170407.full.pdf
Individual differences in frequency and topography of slow and fast sleep spindles," View ORCID ProfileRoy Cox,  View ORCID ProfileAnna C Schapiro,  View ORCID ProfileDara S Manoach,  View ORCID ProfileRobert Stickgold",Retrieved from bioRxiv. 2017,"Sleep spindles are transient oscillatory waveforms occurring during non-rapid eye movement (NREM) sleep and are implicated in plasticity and memory processes. In humans, spindles can be classified as either slow or fast, but large individual differences in spindle frequency as well as methodological difficulties have hindered progress towards understanding their function. Using two nights of high-density electroencephalography recordings from healthy individuals, we first characterize the individual variability of NREM spectra and demonstrate the difficulty of determining subject-specific spindle frequencies. We then introduce a novel spatial filtering approach that can reliably separate subject-specific spindle activity into slow and fast components that are stable across nights and across N2 and N3 sleep. We then proceed to provide detailed analyses of the topographical expression of individualized slow and fast spindle activity. Group-level analyses conform to known spatial properties of spindles, but also uncover novel differences between sleep stages and spindle classes. Moreover, subject-specific examinations reveal that individual topographies show considerable variability that is stable across nights. Finally, we demonstrate that topographical maps depend nontrivially on the spindle metric employed. In sum, our findings indicate that group-level approaches mask substantial individual variability of spindle dynamics, in both the spectral and spatial domains. We suggest that leveraging, rather than ignoring, such differences may prove useful to further our understanding of the physiology and functional role of sleep spindles.",['roycox.roycox@gmail.com'],http://www.biorxiv.org/content/early/2017/03/03/113373,biorxiv,2017,1ddb2c78-1dc2-4f9d-b9b8-55a393840b56,1,http://www.biorxiv.org/content/early/2017/03/03/113373.full.pdf
Deep Multi-instance Networks with Sparse Label Assignment for Whole Mammogram Classification,"Wentao Zhu, Qi Lou, Yeeleng Scott Vang, Xiaohui Xie",Retrieved from bioRxiv. 2016,"Mammogram classification is directly related to computer-aided diagnosis of breast cancer. Traditional methods requires great effort to annotate the training data by costly manual labeling and specialized computational models to detect these annotations during test. Inspired by the success of using deep convolutional features for natural image analysis and multi-instance learning for labeling a set of instances/patches, we propose end-to-end trained deep multi-instance networks for mass classification based on whole mammogram without the aforementioned costly need to annotate the training data. We explore three different schemes to construct deep multi-instance networks for whole mammogram classification. Experimental results on the INbreast dataset demonstrate the robustness of proposed deep networks compared to previous work using segmentation and detection annotations in the training.",[],http://www.biorxiv.org/content/early/2016/12/20/095794,biorxiv,2016,1da5cc03-6d7c-4729-9134-6b1e395ec926,1,http://www.biorxiv.org/content/early/2016/12/20/095794.full.pdf
Population Genomics Of Cryptococcus neoformans var. grubii Reveals New Biogeographic Relationships And Finely Maps Hybridization," View ORCID ProfileJohanna Rhodes,  View ORCID ProfileChristopher A. Desjardins, Sean M. Sykes,  View ORCID ProfileMathew A. Beale, Mathieu Vanhove, Sharadha Sakthikumar, Yuan Chen, Sharvari Gujja, Sakina Saif,  View ORCID ProfileAnuradha Chowdhary,  View ORCID ProfileDaniel John Lawson, Vinicius Ponzio, Arnaldo Lopes Colombo,  View ORCID ProfileWieland Meyer, David Engelthaler,  View ORCID ProfileFerry Hagen, Maria Teresa Illnait-Zaragozi,  View ORCID ProfileAlexandre Alanio, Jo-Marie Vreulink,  View ORCID ProfileJoseph Heitman,  View ORCID ProfileJohn R. Perfect, Anastasia Litvintseva, Tihana Bicanic, Thomas S. Harrison,  View ORCID ProfileMatthew C. Fisher,  View ORCID ProfileChristina A. Cuomo",Now published in Genetics. 2017,"Cryptococcus neoformans var. grubii is the causative agent of cryptococcal meningitis, a significant source of mortality in immunocompromised individuals, typically HIV/AIDS patients from developing countries. Despite the worldwide emergence of this ubiquitous infection, little is known about the global molecular epidemiology of this fungal pathogen. Here we sequence the genomes of 188 diverse isolates and characterized the major subdivisions, their relative diversity and the level of genetic exchange between them. While most isolates of C. neoformans var. grubii belong to one of three major lineages (VNI, VNII, and VNB), some haploid isolates show hybrid ancestry including some that appear to have recently interbred, based on the detection of large blocks of each ancestry across each chromosome. Many isolates display evidence of aneuploidy, which was detected for all chromosomes. In diploid isolates of C. neoformans var. grubii (serotype A/A) and of hybrids with C. neoformans var. neoformans (serotype A/D) such aneuploidies have resulted in loss of heterozygosity, where a chromosomal region is represented by the genotype of only one parental isolate. Phylogenetic and population genomic analyses of isolates from Brazil revealed that the previously “African” VNB lineage occurs naturally in the South American environment. This suggests migration of the VNB lineage between Africa and South America prior to its diversification, supported by finding ancestral recombination events between isolates from different lineages and regions. The results provide evidence of substantial population structure, with all lineages showing multi-continental distributions demonstrating the highly dispersive nature of this pathogen.",[],http://www.biorxiv.org/content/early/2017/05/12/132894,biorxiv,2017,c74b6724-c389-4552-8204-5f00cfea0e3d,1,http://www.biorxiv.org/content/early/2017/05/12/132894.full.pdf
A Sequencer Coming Of Age: De Novo Genome Assembly Using MinION Reads," View ORCID ProfileCarlos Victor de Lannoy,  View ORCID ProfileDick de Ridder, Judith Risse",Retrieved from bioRxiv. 2017,"Nanopore technology provides a novel approach to DNA sequencing that yields long, label-free reads of constant quality. The first commercial implementation of this approach, the MinION, has shown promise in various sequencing applications. The presented literature review gives an up-to-date overview of the MinION's utility as a de novo sequencing device. It is argued that the MinION may allow for portable and affordable de novo sequencing of even complex genomes in the near future, despite the currently error-prone nature of its reads. Through continuous updates to the MinION hardware and the development of new assembly pipelines, both sequencing accuracy and assembly quality have already risen rapidly. However, this fast pace of development has also lead to a lack of oversight in the expanding landscape of analysis tools, as performance evaluations are outdated quickly. Now that the MinION is approaching a state of maturity, a thorough comparative benchmarking effort of de novo assembly pipelines may be at place.","['cvdelannoy@gmail.com', 'dick.deridder@wur.nl', 'judith.risse@wur.nl']",http://www.biorxiv.org/content/early/2017/05/26/142711,biorxiv,2017,6cb5d512-8c14-47cc-9f9d-7f01a94af473,1,http://www.biorxiv.org/content/early/2017/05/26/142711.full.pdf
Scanpy for analysis of large-scale single-cell gene expression data," View ORCID ProfileF. Alexander Wolf, Philipp Angerer, Fabian J. Theis",Retrieved from bioRxiv. 2017,"We present Scanpy, a scalable toolkit for analyzing single-cell gene expression data. It includes preprocessing, visualization, clustering, pseudotime and trajectory inference, differential expression testing and simulation of gene regulatory networks. The Python-based implementation efficiently deals with datasets of more than one million cells and enables easy interfacing of advanced machine learning packages. Code is available from https://github.com/theislab/scanpy.",['fabian.theis@helmholtz-muenchen.de'],http://www.biorxiv.org/content/early/2017/08/09/174029,biorxiv,2017,00c34f0b-d02a-4302-8089-2cee4f980326,1,http://www.biorxiv.org/content/early/2017/08/09/174029.full.pdf
