Title,URL,Description,Details,ShortDetails,Resource,Type,Identifiers,Db,EntrezUID,Properties,abstract,email,keywords,fullURL,source,year,key,use
brainnetcnn: convolutional neural networks for brain networks; towards predicting neurodevelopment,/pubmed/27693612,"Kawahara J, Brown CJ, Miller SP, Booth BG, Chau V, Grunau RE, Zwicker JG, Hamarneh G.",Neuroimage. 2017 Feb 1;146:1038-1049. doi: 10.1016/j.neuroimage.2016.09.046. Epub 2016 Sep 28.,Neuroimage.  2017,PubMed,citation,PMID:27693612,pubmed,27693612,create date:2016/11/05 | first author:Kawahara J,"<div class='abstr'><h3>Abstract</h3><div class=''><p><abstracttext>We propose BrainNetCNN, a convolutional neural network (CNN) framework to predict clinical neurodevelopmental outcomes from brain networks. In contrast to the spatially local convolutions done in traditional image-based CNNs, our BrainNetCNN is composed of novel edge-to-edge, edge-to-node and node-to-graph convolutional filters that leverage the topological locality of structural brain networks. We apply the BrainNetCNN framework to predict cognitive and motor developmental outcome scores from structural brain networks of infants born preterm. Diffusion tensor images (DTI) of preterm infants, acquired between 27 and 46 weeks gestational age, were used to construct a dataset of structural brain connectivity networks. We first demonstrate the predictive capabilities of BrainNetCNN on synthetic phantom networks with simulated injury patterns and added noise. BrainNetCNN outperforms a fully connected neural-network with the same number of model parameters on both phantoms with focal and diffuse injury patterns. We then apply our method to the task of joint prediction of Bayley-III cognitive and motor scores, assessed at 18 months of age, adjusted for prematurity. We show that our BrainNetCNN framework outperforms a variety of other methods on the same data. Furthermore, BrainNetCNN is able to identify an infant's postmenstrual age to within about 2 weeks. Finally, we explore the high-level features learned by BrainNetCNN by visualizing the importance of each connection in the brain with respect to predicting the outcome scores. These findings are then discussed in the context of the anatomy and function of the developing preterm infant brain.</abstracttext></p><p class='copyright'>Copyright © 2016 Elsevier Inc. All rights reserved.</p></div></div>",hamarneh@sfu.ca,Brain networks; Connectome; Convolutional neural networks; Deep learning; Diffusion MRI; Neurodevelopment; Prediction; Preterm infants,https://www.ncbi.nlm.nih.gov//pubmed/27693612,pubmed,2017,1539f753-fba9-4fc1-b889-835f9adda80c,1
patch-based convolutional neural network for whole slide tissue image classification,/pubmed/27795661,"Hou L, Samaras D, Kurc TM, Gao Y, Davis JE, Saltz JH.",Proc IEEE Comput Soc Conf Comput Vis Pattern Recognit. 2016 Jun-Jul;2016:2424-2433.,Proc IEEE Comput Soc Conf Comput Vis Pattern Recognit.  2016,PubMed,citation,PMID:27795661 | PMCID:PMC5085270,pubmed,27795661,create date:2016/11/01 | first author:Hou L,"<div class='abstr'><h3>Abstract</h3><div class=''><p><abstracttext>Convolutional Neural Networks (CNN) are state-of-the-art models for many image classification tasks. However, to recognize cancer subtypes automatically, training a CNN on gigapixel resolution Whole Slide Tissue Images (WSI) is currently computationally impossible. The differentiation of cancer subtypes is based on cellular-level visual features observed on image patch scale. Therefore, we argue that in this situation, training a patch-level classifier on image patches will perform better than or similar to an image-level classifier. The challenge becomes how to intelligently combine patch-level classification results and model the fact that not all patches will be discriminative. We propose to train a decision fusion model to aggregate patch-level predictions given by patch-level CNNs, which to the best of our knowledge has not been shown before. Furthermore, we formulate a novel Expectation-Maximization (EM) based method that automatically locates discriminative patches robustly by utilizing the spatial relationships of patches. We apply our method to the classification of glioma and non-small-cell lung carcinoma cases into subtypes. The classification accuracy of our method is similar to the inter-observer agreement between pathologists. Although it is impossible to train CNNs on WSIs, we experimentally demonstrate using a comparable non-cancer dataset of smaller images that a patch-based CNN can outperform an image-based CNN.</abstracttext></p></div></div>",,,https://www.ncbi.nlm.nih.gov//pubmed/27795661,pubmed,2016,dc8439cf-1207-4cd9-b68f-3303b1640887,1
a pre-trained convolutional neural network based method for thyroid nodule diagnosis,/pubmed/27668999,"Ma J, Wu F, Zhu J, Xu D, Kong D.",Ultrasonics. 2017 Jan;73:221-230. doi: 10.1016/j.ultras.2016.09.011. Epub 2016 Sep 12.,Ultrasonics.  2017,PubMed,citation,PMID:27668999,pubmed,27668999,create date:2016/10/21 | first author:Ma J,"<div class='abstr'><h3>Abstract</h3><div class=''><p><abstracttext>In ultrasound images, most thyroid nodules are in heterogeneous appearances with various internal components and also have vague boundaries, so it is difficult for physicians to discriminate malignant thyroid nodules from benign ones. In this study, we propose a hybrid method for thyroid nodule diagnosis, which is a fusion of two pre-trained convolutional neural networks (CNNs) with different convolutional layers and fully-connected layers. Firstly, the two networks pre-trained with ImageNet database are separately trained. Secondly, we fuse feature maps learned by trained convolutional filters, pooling and normalization operations of the two CNNs. Finally, with the fused feature maps, a softmax classifier is used to diagnose thyroid nodules. The proposed method is validated on 15,000 ultrasound images collected from two local hospitals. Experiment results show that the proposed CNN based methods can accurately and effectively diagnose thyroid nodules. In addition, the fusion of the two CNN based models lead to significant performance improvement, with an accuracy of 83.02%±0.72%. These demonstrate the potential clinical applications of this method.</abstracttext></p><p class='copyright'>Copyright © 2016 Elsevier B.V. All rights reserved.</p></div></div>",dkong@zju.edu.cn,Classification; Convolutional neural network; Diagnosis; Feature extraction; Thyroid nodule; Ultrasound image,https://www.ncbi.nlm.nih.gov//pubmed/27668999,pubmed,2017,825b2ea7-add8-491c-a6e1-09d3d44cc703,1
high-throughput classification of radiographs using deep convolutional neural networks,/pubmed/27730417,"Rajkomar A, Lingam S, Taylor AG, Blum M, Mongan J.",J Digit Imaging. 2017 Feb;30(1):95-101. doi: 10.1007/s10278-016-9914-9.,J Digit Imaging.  2017,PubMed,citation,PMID:27730417 | PMCID:PMC5267603,pubmed,27730417,create date:2016/10/13 | first author:Rajkomar A,"<div class='abstr'><h3>Abstract</h3><div class=''><p><abstracttext>The study aimed to determine if computer vision techniques rooted in deep learning can use a small set of radiographs to perform clinically relevant image classification with high fidelity. One thousand eight hundred eighty-five chest radiographs on 909 patients obtained between January 2013 and July 2015 at our institution were retrieved and anonymized. The source images were manually annotated as frontal or lateral and randomly divided into training, validation, and test sets. Training and validation sets were augmented to over 150,000 images using standard image manipulations. We then pre-trained a series of deep convolutional networks based on the open-source GoogLeNet with various transformations of the open-source ImageNet (non-radiology) images. These trained networks were then fine-tuned using the original and augmented radiology images. The model with highest validation accuracy was applied to our institutional test set and a publicly available set. Accuracy was assessed by using the Youden Index to set a binary cutoff for frontal or lateral classification. This retrospective study was IRB approved prior to initiation. A network pre-trained on 1.2 million greyscale ImageNet images and fine-tuned on augmented radiographs was chosen. The binary classification method correctly classified 100 % (95 % CI 99.73-100 %) of both our test set and the publicly available images. Classification was rapid, at 38 images per second. A deep convolutional neural network created using non-radiological images, and an augmented set of radiographs is effective in highly accurate classification of chest radiograph view type and is a feasible, rapid method for high-throughput annotation.</abstracttext></p></div></div>",Alvin.rajkomar@ucsf.edu,Artificial neural networks; Chest radiographs; Computer vision; Convolutional neural network; Deep learning; Machine learning; Radiography,https://www.ncbi.nlm.nih.gov//pubmed/27730417,pubmed,2017,f7875d17-bb0c-4b93-bb21-e3537f78a8c8,1
antibody-supervised deep learning for quantification of tumor-infiltrating immune cells in hematoxylin and eosin stained breast cancer samples,/pubmed/27688929,"Turkki R, Linder N, Kovanen PE, Pellinen T, Lundin J.",J Pathol Inform. 2016 Sep 1;7:38. doi: 10.4103/2153-3539.189703. eCollection 2016. Erratum in: J Pathol Inform. 2016 Sep 28;7:41. ,J Pathol Inform.  2016,PubMed,citation,PMID:27688929 | PMCID:PMC5027738,pubmed,27688929,create date:2016/10/01 | first author:Turkki R,"<div class='abstr'><h3>Abstract</h3><div class=''><h4>BACKGROUND: </h4><p><abstracttext label='BACKGROUND' nlmcategory='BACKGROUND'>Immune cell infiltration in tumor is an emerging prognostic biomarker in breast cancer. The gold standard for quantification of immune cells in tissue sections is visual assessment through a microscope, which is subjective and semi-quantitative. In this study, we propose and evaluate an approach based on antibody-guided annotation and deep learning to quantify immune cell-rich areas in hematoxylin and eosin (H&amp;E) stained samples.</abstracttext></p><h4>METHODS: </h4><p><abstracttext label='METHODS' nlmcategory='METHODS'>Consecutive sections of formalin-fixed parafin-embedded samples obtained from the primary tumor of twenty breast cancer patients were cut and stained with H&amp;E and the pan-leukocyte CD45 antibody. The stained slides were digitally scanned, and a training set of immune cell-rich and cell-poor tissue regions was annotated in H&amp;E whole-slide images using the CD45-expression as a guide. In analysis, the images were divided into small homogenous regions, superpixels, from which features were extracted using a pretrained convolutional neural network (CNN) and classified with a support of vector machine. The CNN approach was compared to texture-based classification and to visual assessments performed by two pathologists.</abstracttext></p><h4>RESULTS: </h4><p><abstracttext label='RESULTS' nlmcategory='RESULTS'>In a set of 123,442 labeled superpixels, the CNN approach achieved an F-score of 0.94 (range: 0.92-0.94) in discrimination of immune cell-rich and cell-poor regions, as compared to an F-score of 0.88 (range: 0.87-0.89) obtained with the texture-based classification. When compared to visual assessment of 200 images, an agreement of 90% (κ = 0.79) to quantify immune infiltration with the CNN approach was achieved while the inter-observer agreement between pathologists was 90% (κ = 0.78).</abstracttext></p><h4>CONCLUSIONS: </h4><p><abstracttext label='CONCLUSIONS' nlmcategory='CONCLUSIONS'>Our findings indicate that deep learning can be applied to quantify immune cell infiltration in breast cancer samples using a basic morphology staining only. A good discrimination of immune cell-rich areas was achieved, well in concordance with both leukocyte antigen expression and pathologists' visual assessment.</abstracttext></p></div></div>",,breast cancer; convolutional neural network; digital pathology; tumor microenvironment; tumor-infiltrating immune cells,https://www.ncbi.nlm.nih.gov//pubmed/27688929,pubmed,2016,c6c79b8b-9da5-4476-8e57-cadb99881758,1
deep learning with convolutional neural networks applied to electromyography data: a resource for the classification of movements for prosthetic hands,/pubmed/27656140,"Atzori M, Cognolato M, Müller H.",Front Neurorobot. 2016 Sep 7;10:9. doi: 10.3389/fnbot.2016.00009. eCollection 2016.,Front Neurorobot.  2016,PubMed,citation,PMID:27656140 | PMCID:PMC5013051,pubmed,27656140,create date:2016/09/23 | first author:Atzori M,"<div class='abstr'><h3>Abstract</h3><div class=''><p><abstracttext>Natural control methods based on surface electromyography (sEMG) and pattern recognition are promising for hand prosthetics. However, the control robustness offered by scientific research is still not sufficient for many real life applications, and commercial prostheses are capable of offering natural control for only a few movements. In recent years deep learning revolutionized several fields of machine learning, including computer vision and speech recognition. Our objective is to test its methods for natural control of robotic hands via sEMG using a large number of intact subjects and amputees. We tested convolutional networks for the classification of an average of 50 hand movements in 67 intact subjects and 11 transradial amputees. The simple architecture of the neural network allowed to make several tests in order to evaluate the effect of pre-processing, layer architecture, data augmentation and optimization. The classification results are compared with a set of classical classification methods applied on the same datasets. The classification accuracy obtained with convolutional neural networks using the proposed architecture is higher than the average results obtained with the classical classification methods, but lower than the results obtained with the best reference methods in our tests. The results show that convolutional neural networks with a very simple architecture can produce accurate results comparable to the average classical classification methods. They show that several factors (including pre-processing, the architecture of the net and the optimization parameters) can be fundamental for the analysis of sEMG data. Larger networks can achieve higher accuracy on computer vision and object recognition tasks. This fact suggests that it may be interesting to evaluate if larger networks can increase sEMG classification accuracy too. </abstracttext></p></div></div>",,convolutional neural networks; deep learning; electromyography; machine learning; prosthetics; rehabilitation robotics,https://www.ncbi.nlm.nih.gov//pubmed/27656140,pubmed,2016,763fd3b2-1816-423f-9bf3-03f5d0ceeca8,1
deep neural networks for identifying cough sounds,/pubmed/27654978,"Amoh J, Odame K.",IEEE Trans Biomed Circuits Syst. 2016 Oct;10(5):1003-1011. doi: 10.1109/TBCAS.2016.2598794. Epub 2016 Sep 16.,IEEE Trans Biomed Circuits Syst.  2016,PubMed,citation,PMID:27654978,pubmed,27654978,create date:2016/09/23 | first author:Amoh J,"<div class='abstr'><h3>Abstract</h3><div class=''><p><abstracttext>In this paper, we consider two different approaches of using deep neural networks for cough detection. The cough detection task is cast as a visual recognition problem and as a sequence-to-sequence labeling problem. A convolutional neural network and a recurrent neural network are implemented to address these problems, respectively. We evaluate the performance of the two networks and compare them to other conventional approaches for identifying cough sounds. In addition, we also explore the effect of the network size parameters and the impact of long-term signal dependencies in cough classifier performance. Experimental results show both network architectures outperform traditional methods. Between the two, our convolutional network yields a higher specificity 92.7% whereas the recurrent attains a higher sensitivity of 87.7%.</abstracttext></p></div></div>",,,https://www.ncbi.nlm.nih.gov//pubmed/27654978,pubmed,2016,53fae7a6-4a2c-4790-a8c3-e05902f552a5,1
digital mammographic tumor classification using transfer learning from deep convolutional neural networks,/pubmed/27610399,"Huynh BQ, Li H, Giger ML.",J Med Imaging (Bellingham). 2016 Jul;3(3):034501. doi: 10.1117/1.JMI.3.3.034501. Epub 2016 Aug 22.,J Med Imaging (Bellingham).  2016,PubMed,citation,PMID:27610399 | PMCID:PMC4992049,pubmed,27610399,create date:2016/09/10 | first author:Huynh BQ,"<div class='abstr'><h3>Abstract</h3><div class=''><p><abstracttext>Convolutional neural networks (CNNs) show potential for computer-aided diagnosis (CADx) by learning features directly from the image data instead of using analytically extracted features. However, CNNs are difficult to train from scratch for medical images due to small sample sizes and variations in tumor presentations. Instead, transfer learning can be used to extract tumor information from medical images via CNNs originally pretrained for nonmedical tasks, alleviating the need for large datasets. Our database includes 219 breast lesions (607 full-field digital mammographic images). We compared support vector machine classifiers based on the CNN-extracted image features and our prior computer-extracted tumor features in the task of distinguishing between benign and malignant breast lesions. Five-fold cross validation (by lesion) was conducted with the area under the receiver operating characteristic (ROC) curve as the performance metric. Results show that classifiers based on CNN-extracted features (with transfer learning) perform comparably to those using analytically extracted features [area under the ROC curve [Formula: see text]]. Further, the performance of ensemble classifiers based on both types was significantly better than that of either classifier type alone ([Formula: see text] versus 0.81, [Formula: see text]). We conclude that transfer learning can improve current CADx methods while also providing standalone classifiers without large datasets, facilitating machine-learning methods in radiomics and precision medicine. </abstracttext></p></div></div>",,computer-aided diagnosis; convolutional neural networks; deep learning; mammography; precision medicine; radiomics; transfer learning,https://www.ncbi.nlm.nih.gov//pubmed/27610399,pubmed,2016,7336b832-fd05-4ea4-ba3a-b490771e02d4,1
automatic 3d liver location and segmentation via convolutional neural network and graph cut,/pubmed/27604760,"Lu F, Wu F, Hu P, Peng Z, Kong D.",Int J Comput Assist Radiol Surg. 2017 Feb;12(2):171-182. doi: 10.1007/s11548-016-1467-3. Epub 2016 Sep 7.,Int J Comput Assist Radiol Surg.  2017,PubMed,citation,PMID:27604760,pubmed,27604760,create date:2016/09/09 | first author:Lu F,"<div class='abstr'><h3>Abstract</h3><div class=''><h4>PURPOSE: </h4><p><abstracttext label='PURPOSE' nlmcategory='OBJECTIVE'>Segmentation of the liver from abdominal computed tomography (CT) images is an essential step in some computer-assisted clinical interventions, such as surgery planning for living donor liver transplant, radiotherapy and volume measurement. In this work, we develop a deep learning algorithm with graph cut refinement to automatically segment the liver in CT scans.</abstracttext></p><h4>METHODS: </h4><p><abstracttext label='METHODS' nlmcategory='METHODS'>The proposed method consists of two main steps: (i) simultaneously liver detection and probabilistic segmentation using 3D convolutional neural network; (ii) accuracy refinement of the initial segmentation with graph cut and the previously learned probability map.</abstracttext></p><h4>RESULTS: </h4><p><abstracttext label='RESULTS' nlmcategory='RESULTS'>The proposed approach was validated on forty CT volumes taken from two public databases MICCAI-Sliver07 and 3Dircadb1. For the MICCAI-Sliver07 test dataset, the calculated mean ratios of volumetric overlap error (VOE), relative volume difference (RVD), average symmetric surface distance (ASD), root-mean-square symmetric surface distance (RMSD) and maximum symmetric surface distance (MSD) are 5.9, 2.7 %, 0.91, 1.88 and 18.94 mm, respectively. For the 3Dircadb1 dataset, the calculated mean ratios of VOE, RVD, ASD, RMSD and MSD are 9.36, 0.97 %, 1.89, 4.15 and 33.14 mm, respectively.</abstracttext></p><h4>CONCLUSIONS: </h4><p><abstracttext label='CONCLUSIONS' nlmcategory='CONCLUSIONS'>The proposed method is fully automatic without any user interaction. Quantitative results reveal that the proposed approach is efficient and accurate for hepatic volume estimation in a clinical setup. The high correlation between the automatic and manual references shows that the proposed method can be good enough to replace the time-consuming and nonreproducible manual segmentation method.</abstracttext></p></div></div>",dkong@zju.edu.cn,3D convolution neural network; CT images; Graph cut; Liver segmentation,https://www.ncbi.nlm.nih.gov//pubmed/27604760,pubmed,2017,69ed3643-72cc-45b2-99c8-61a05f0a1462,1
glaucoma detection using entropy sampling and ensemble learning for automatic optic cup and disc segmentation,/pubmed/27590198,"Zilly J, Buhmann JM, Mahapatra D.",Comput Med Imaging Graph. 2017 Jan;55:28-41. doi: 10.1016/j.compmedimag.2016.07.012. Epub 2016 Aug 23.,Comput Med Imaging Graph.  2017,PubMed,citation,PMID:27590198,pubmed,27590198,create date:2016/09/04 | first author:Zilly J,<div class='abstr'><h3>Abstract</h3><div class=''><p><abstracttext>We present a novel method to segment retinal images using ensemble learning based convolutional neural network (CNN) architectures. An entropy sampling technique is used to select informative points thus reducing computational complexity while performing superior to uniform sampling. The sampled points are used to design a novel learning framework for convolutional filters based on boosting. Filters are learned in several layers with the output of previous layers serving as the input to the next layer. A softmax logistic classifier is subsequently trained on the output of all learned filters and applied on test images. The output of the classifier is subject to an unsupervised graph cut algorithm followed by a convex hull transformation to obtain the final segmentation. Our proposed algorithm for optic cup and disc segmentation outperforms existing methods on the public DRISHTI-GS data set on several metrics.</abstracttext></p><p class='copyright'>Copyright © 2016 Elsevier Ltd. All rights reserved.</p></div></div>,dwarikanath.mahapatra@inf.ethz.ch,Boosting; CNN; Ensemble learning; Glaucoma; Optic cup; Optic disc; Segmentation,https://www.ncbi.nlm.nih.gov//pubmed/27590198,pubmed,2017,a6654bed-8dce-4e67-b8c5-bbae1af01175,1
cascade of multi-scale convolutional neural networks for bone suppression of chest radiographs in gradient domain,/pubmed/27589577,"Yang W, Chen Y, Liu Y, Zhong L, Qin G, Lu Z, Feng Q, Chen W.",Med Image Anal. 2017 Jan;35:421-433. doi: 10.1016/j.media.2016.08.004. Epub 2016 Aug 16.,Med Image Anal.  2017,PubMed,citation,PMID:27589577,pubmed,27589577,create date:2016/09/03 | first author:Yang W,"<div class='abstr'><h3>Abstract</h3><div class=''><p><abstracttext>Suppression of bony structures in chest radiographs (CXRs) is potentially useful for radiologists and computer-aided diagnostic schemes. In this paper, we present an effective deep learning method for bone suppression in single conventional CXR using deep convolutional neural networks (ConvNets) as basic prediction units. The deep ConvNets were adapted to learn the mapping between the gradients of the CXRs and the corresponding bone images. We propose a cascade architecture of ConvNets (called CamsNet) to refine progressively the predicted bone gradients in which the ConvNets work at successively increased resolutions. The predicted bone gradients at different scales from the CamsNet are fused in a maximum-a-posteriori framework to produce the final estimation of a bone image. This estimation of a bone image is subtracted from the original CXR to produce a soft-tissue image in which the bone components are eliminated. Our method was evaluated on a dataset that consisted of 504 cases of real two-exposure dual-energy subtraction chest radiographs (404 cases for training and 100 cases for test). The results demonstrate that our method can produce high-quality and high-resolution bone and soft-tissue images. The average relative mean absolute error of the produced bone images and peak signal-to-noise ratio of the produced soft-tissue images were 3.83% and 38.7dB, respectively. The average bone suppression ratio of our method was 83.8% for the CXRs with pixel sizes of nearly 0.194mm. Furthermore, we apply the trained CamsNet model on the CXRs acquired by various types of X-ray machines, including scanned films, and our method can also produce visually appealing bone and soft-tissue images.</abstracttext></p><p class='copyright'>Copyright © 2016 Elsevier B.V. All rights reserved.</p></div></div>",qianjinfeng08@gmail.com,Bone suppression; Chest radiography; Convolutional neural network; Dual-energy subtraction,https://www.ncbi.nlm.nih.gov//pubmed/27589577,pubmed,2017,e209803a-6c09-4ebc-9b51-6a0acaf82d8f,1
aucpred: proteome-level protein disorder prediction by auc-maximized deep convolutional neural fields,/pubmed/27587688,"Wang S, Ma J, Xu J.",Bioinformatics. 2016 Sep 1;32(17):i672-i679. doi: 10.1093/bioinformatics/btw446.,Bioinformatics.  2016,PubMed,citation,PMID:27587688 | PMCID:PMC5013916,pubmed,27587688,create date:2016/09/03 | first author:Wang S,"<div class='abstr'><h3>Abstract</h3><div class=''><h4>MOTIVATION: </h4><p><abstracttext label='MOTIVATION' nlmcategory='BACKGROUND'>Protein intrinsically disordered regions (IDRs) play an important role in many biological processes. Two key properties of IDRs are (i) the occurrence is proteome-wide and (ii) the ratio of disordered residues is about 6%, which makes it challenging to accurately predict IDRs. Most IDR prediction methods use sequence profile to improve accuracy, which prevents its application to proteome-wide prediction since it is time-consuming to generate sequence profiles. On the other hand, the methods without using sequence profile fare much worse than using sequence profile.</abstracttext></p><h4>METHOD: </h4><p><abstracttext label='METHOD' nlmcategory='METHODS'>This article formulates IDR prediction as a sequence labeling problem and employs a new machine learning method called Deep Convolutional Neural Fields (DeepCNF) to solve it. DeepCNF is an integration of deep convolutional neural networks (DCNN) and conditional random fields (CRF); it can model not only complex sequence-structure relationship in a hierarchical manner, but also correlation among adjacent residues. To deal with highly imbalanced order/disorder ratio, instead of training DeepCNF by widely used maximum-likelihood, we develop a novel approach to train it by maximizing area under the ROC curve (AUC), which is an unbiased measure for class-imbalanced data.</abstracttext></p><h4>RESULTS: </h4><p><abstracttext label='RESULTS' nlmcategory='RESULTS'>Our experimental results show that our IDR prediction method AUCpreD outperforms existing popular disorder predictors. More importantly, AUCpreD works very well even without sequence profile, comparing favorably to or even outperforming many methods using sequence profile. Therefore, our method works for proteome-wide disorder prediction while yielding similar or better accuracy than the others.</abstracttext></p><h4>AVAILABILITY AND IMPLEMENTATION: </h4><p><abstracttext label='AVAILABILITY AND IMPLEMENTATION' nlmcategory='METHODS'>http://raptorx2.uchicago.edu/StructurePropertyPred/predict/</abstracttext></p><h4>CONTACT: </h4><p><abstracttext label='CONTACT' nlmcategory='BACKGROUND'>wangsheng@uchicago.edu, jinboxu@gmail.com</abstracttext></p><h4>SUPPLEMENTARY INFORMATION: </h4><p><abstracttext label='SUPPLEMENTARY INFORMATION' nlmcategory='BACKGROUND'>Supplementary data are available at Bioinformatics online.</abstracttext></p><p class='copyright'>© The Author 2016. Published by Oxford University Press. All rights reserved. For Permissions, please e-mail: journals.permissions@oup.com.</p></div></div>",,,https://www.ncbi.nlm.nih.gov//pubmed/27587688,pubmed,2016,5b63a13b-9479-4151-b551-9296f5204375,1
deepchrome: deep-learning for predicting gene expression from histone modifications,/pubmed/27587684,"Singh R, Lanchantin J, Robins G, Qi Y.",Bioinformatics. 2016 Sep 1;32(17):i639-i648. doi: 10.1093/bioinformatics/btw427.,Bioinformatics.  2016,PubMed,citation,PMID:27587684,pubmed,27587684,create date:2016/09/03 | first author:Singh R,"<div class='abstr'><h3>Abstract</h3><div class=''><h4>MOTIVATION: </h4><p><abstracttext label='MOTIVATION' nlmcategory='BACKGROUND'>Histone modifications are among the most important factors that control gene regulation. Computational methods that predict gene expression from histone modification signals are highly desirable for understanding their combinatorial effects in gene regulation. This knowledge can help in developing 'epigenetic drugs' for diseases like cancer. Previous studies for quantifying the relationship between histone modifications and gene expression levels either failed to capture combinatorial effects or relied on multiple methods that separate predictions and combinatorial analysis. This paper develops a unified discriminative framework using a deep convolutional neural network to classify gene expression using histone modification data as input. Our system, called DeepChrome, allows automatic extraction of complex interactions among important features. To simultaneously visualize the combinatorial interactions among histone modifications, we propose a novel optimization-based technique that generates feature pattern maps from the learnt deep model. This provides an intuitive description of underlying epigenetic mechanisms that regulate genes.</abstracttext></p><h4>RESULTS: </h4><p><abstracttext label='RESULTS' nlmcategory='RESULTS'>We show that DeepChrome outperforms state-of-the-art models like Support Vector Machines and Random Forests for gene expression classification task on 56 different cell-types from REMC database. The output of our visualization technique not only validates the previous observations but also allows novel insights about combinatorial interactions among histone modification marks, some of which have recently been observed by experimental studies.</abstracttext></p><h4>AVAILABILITY AND IMPLEMENTATION: </h4><p><abstracttext label='AVAILABILITY AND IMPLEMENTATION' nlmcategory='METHODS'>Codes and results are available at www.deepchrome.org</abstracttext></p><h4>CONTACT: </h4><p><abstracttext label='CONTACT' nlmcategory='BACKGROUND'>yanjun@virginia.edu</abstracttext></p><h4>SUPPLEMENTARY INFORMATION: </h4><p><abstracttext label='SUPPLEMENTARY INFORMATION' nlmcategory='BACKGROUND'>Supplementary data are available at Bioinformatics online.</abstracttext></p><p class='copyright'>© The Author 2016. Published by Oxford University Press. All rights reserved. For Permissions, please e-mail: journals.permissions@oup.com.</p></div></div>",,,https://www.ncbi.nlm.nih.gov//pubmed/27587684,pubmed,2016,f5d095c4-1fd7-4d64-9260-d92c0c3180c2,1
large scale deep learning for computer aided detection of mammographic lesions,/pubmed/27497072,"Kooi T, Litjens G, van Ginneken B, Gubern-Mérida A, Sánchez CI, Mann R, den Heeten A, Karssemeijer N.",Med Image Anal. 2017 Jan;35:303-312. doi: 10.1016/j.media.2016.07.007. Epub 2016 Aug 2.,Med Image Anal.  2017,PubMed,citation,PMID:27497072,pubmed,27497072,create date:2016/08/09 | first author:Kooi T,"<div class='abstr'><h3>Abstract</h3><div class=''><p><abstracttext>Recent advances in machine learning yielded new techniques to train deep neural networks, which resulted in highly successful applications in many pattern recognition tasks such as object detection and speech recognition. In this paper we provide a head-to-head comparison between a state-of-the art in mammography CAD system, relying on a manually designed feature set and a Convolutional Neural Network (CNN), aiming for a system that can ultimately read mammograms independently. Both systems are trained on a large data set of around 45,000 images and results show the CNN outperforms the traditional CAD system at low sensitivity and performs comparable at high sensitivity. We subsequently investigate to what extent features such as location and patient information and commonly used manual features can still complement the network and see improvements at high specificity over the CNN especially with location and context features, which contain information not available to the CNN. Additionally, a reader study was performed, where the network was compared to certified screening radiologists on a patch level and we found no significant difference between the network and the readers.</abstracttext></p><p class='copyright'>Copyright © 2016 Elsevier B.V. All rights reserved.</p></div></div>",thijs.kooi@radboudumc.nl,Breast cancer; Computer aided detection; Convolutional neural networks; Deep learning; Machine learning; Mammography,https://www.ncbi.nlm.nih.gov//pubmed/27497072,pubmed,2017,c30b05f2-53ad-47a2-a0e9-629e70a8037b,1
a shortest dependency path based convolutional neural network for protein-protein relation extraction,/pubmed/27493967,"Hua L, Quan C.",Biomed Res Int. 2016;2016:8479587. doi: 10.1155/2016/8479587. Epub 2016 Jul 14.,Biomed Res Int.  2016,PubMed,citation,PMID:27493967 | PMCID:PMC4963603,pubmed,27493967,create date:2016/08/06 | first author:Hua L,"<div class='abstr'><h3>Abstract</h3><div class=''><p><abstracttext>The state-of-the-art methods for protein-protein interaction (PPI) extraction are primarily based on kernel methods, and their performances strongly depend on the handcraft features. In this paper, we tackle PPI extraction by using convolutional neural networks (CNN) and propose a shortest dependency path based CNN (sdpCNN) model. The proposed method (1) only takes the sdp and word embedding as input and (2) could avoid bias from feature selection by using CNN. We performed experiments on standard Aimed and BioInfer datasets, and the experimental results demonstrated that our approach outperformed state-of-the-art kernel based methods. In particular, by tracking the sdpCNN model, we find that sdpCNN could extract key features automatically and it is verified that pretrained word embedding is crucial in PPI task. </abstracttext></p></div></div>",,,https://www.ncbi.nlm.nih.gov//pubmed/27493967,pubmed,2016,d89efd0c-197c-4e5b-a5c4-2df7a947cee4,1
